ward_number,ward_name,assembly_constituency_name,area_hectares,total_population,scheduled_caste_population,total_households,literate_population,households_piped_water_premises,slum_households,mean_normalized_difference_vegetation_index,mean_land_surface_temperature_celsius,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction,jhuggi_jhopri_clusters_apportioned,jhuggi_jhopri_households,jhuggi_jhopri_area_square_meters,jhuggi_jhopri_area_fraction,mean_annual_rainfall_millimeters,mean_groundwater_depth_meters,ridge_fraction,distance_to_water_meters,distance_to_water_body_meters,water_tier,water_cost_multiplier,Environment_Score,Social_Score,Feasibility_Score,Urban_Vulnerability_Score,TPIS,Priority,Estimated_Trees,Estimated_Cost,Estimated_CO2_10Y_kg,Estimated_Temp_Reduction_C,Recommendation_Reason
66,WAZIR PUR,WAZIRPUR,279.8336779240393,87397,26071,,,,,0.3598850855256317,40.48555507297476,0.3859267983459926,0.5754405616141065,0.0158445229622504,0.0227881170776508,10.89,5755,88033,0.03146,805.6770027449429,13.43,0.0,0.0,671.6,W1,1.0,31.88,,83.29,,,LOW,0,0,0,0.0,Highly Feasible
67,SANGAM PARK,MODEL TOWN,97.0385249467138,54854,23074,,,,,0.22708258675476,42.93825380813283,0.1068131181048381,0.8730215090962185,0.0082614988129847,0.0119038739859589,6.94,3611,60058,0.06189,804.0426066281456,11.0,0.0,0.0,1118.7,W1,1.0,56.9,,80.96,,,LOW,0,0,0,0.0,Highly Feasible
68,MODEL TOWN,MODEL TOWN,355.2507777292897,65907,7141,,,,,0.261020706801744,41.53035850035595,0.1917222230495697,0.7596619568532778,0.0085233336808192,0.0400924864163333,8.34,4339,72160,0.02031,803.9040723162867,8.65,0.0,0.0,439.4,W1,1.0,48.43,,86.76,,,LOW,0,0,0,0.0,Highly Feasible
69,KAMLA NAGAR,MODEL TOWN,308.8343281432898,61009,6774,,,,,0.2993139191348727,40.96030301370709,0.2800957416738857,0.6956854225383623,0.0108677196064795,0.0133511161812732,7.72,4016,66797,0.02163,813.6671042294902,10.57,0.0003,0.0,475.5,W1,1.0,40.92,,86.78,,,LOW,0,0,0,0.0,Highly Feasible
82,PAHAR GANJ,KAROL BAGH,192.71896275243685,67390,14936,,,,,0.243821526490538,42.34630912256858,0.1273627080470959,0.8682824579247529,0.0016045193657672,0.0027503146623841,2.03,589,9995,0.00519,837.1050501034327,11.39,0.0,0.0,910.1,W1,1.0,55.13,,85.96,,,LOW,0,0,0,0.0,Highly Feasible
83,KAROL BAGH,KAROL BAGH,260.81390473126675,66938,20985,,,,,0.2538754615430962,42.01242020992969,0.1480618746723456,0.8294849180824817,0.0087509935929902,0.0137022136521821,2.02,585,9928,0.00381,811.2477191332321,12.95,0.0002,0.0,1158.0,W1,1.0,51.73,,80.66,,,LOW,0,0,0,0.0,Highly Feasible
84,DEV NAGAR,KAROL BAGH,95.90247756092153,64451,44756,,,,,0.2475016120848226,41.27520071700542,0.1475476199669561,0.8413934517845932,0.0031820481920365,0.0078768800564143,1.95,564,9559,0.00997,805.6770027449429,18.58,0.0,0.0,295.6,W1,1.0,49.53,,83.77,,,LOW,0,0,0,0.0,Highly Feasible
85,WEST PATEL NAGAR,PATEL NAGAR,124.31060103166078,69686,25390,,,,,0.2746453696848287,42.07585706544929,0.2742939773495477,0.6683288645150502,0.0149331955975177,0.0424439625378836,3.13,718,45161,0.03633,805.6770027449429,19.63,0.0,0.0,481.5,W1,1.0,45.75,,82.0,,,LOW,0,0,0,0.0,Highly Feasible
86,EAST PATEL NAGAR,PATEL NAGAR,179.67714717083877,44420,7685,,,,,0.2536459953893105,41.31252642644203,0.1474484536026287,0.8438220297396098,0.0022155702068483,0.0065139464509128,2.0,458,28787,0.01602,794.3679867324108,22.74,0.0,0.0,705.5,W1,1.0,48.68,,77.83,,,LOW,0,0,0,0.0,Highly Feasible
87,RANJEET NAGAR,PATEL NAGAR,97.1975873972198,54256,8884,,,,,0.1894311086129109,41.98725532168961,0.0278462654682419,0.9709157102377504,0.0,0.0012380242940073,2.44,559,35162,0.03618,792.3492104955335,25.77,0.0,0.0,673.6,W1,1.0,58.63,,76.55,,,LOW,0,0,0,0.0,Highly Feasible
88,BALJEET NAGAR,PATEL NAGAR,79.45029457366113,54213,6240,,,,,0.1960476884722275,42.110836071384405,0.0814467103958644,0.9098521225068532,0.0013974677187447,0.0073036993785378,2.44,559,35134,0.04422,805.6770027449429,21.77,0.0,0.0,951.2,W1,1.0,57.16,,77.76,,,LOW,0,0,0,0.0,Highly Feasible
89,KARAM PURA,MOTI NAGAR,358.64171414108495,72228,7693,,,,,0.2713242504697204,41.93669299764866,0.1573980598420039,0.7531244730056073,0.026665029402535,0.0628124377498533,12.05,8865,129356,0.03607,784.948109728288,17.29,0.0,0.0,21.4,W1,1.0,50.29,,83.95,,,LOW,0,0,0,0.0,Highly Feasible
90,MOTI NAGAR,MOTI NAGAR,223.7314483202747,59046,4349,,,,,0.1976096515099177,42.40119572430984,0.0418008279769304,0.9370390430604284,0.0014707277979088,0.0196894011647325,9.85,7247,105748,0.04727,754.7288634400234,19.76,0.0,0.0,1100.3,W1,1.0,57.18,,71.88,,,LOW,0,0,0,0.0,Highly Feasible
91,RAMESH NAGAR,MOTI NAGAR,236.15989640080068,72577,7801,,,,,0.2170964752614282,42.6370502663731,0.0645912928526433,0.9277728511113716,0.0044620630545801,0.0031737929814042,12.11,8908,129981,0.05504,742.6583849407642,23.0,0.0,0.0,837.1,W1,1.0,54.77,,71.03,,,LOW,0,0,0,0.0,Highly Feasible
92,PUNJABI BAGH,MADIPUR,368.0184158428578,69946,9880,,,,,0.2411671223780908,41.72521664605837,0.1423901866078725,0.8040337584201823,0.012915235527443,0.0406608194445021,3.81,1133,18138,0.00493,752.3074021330485,14.7,0.0,0.0,254.0,W1,1.0,49.28,,79.77,,,LOW,0,0,0,0.0,Highly Feasible
93,MADIPUR,MADIPUR,148.89218392775172,71727,34405,,,,,0.2500706548310443,41.84993661620241,0.1189697625824049,0.827188396490837,0.0160651685162237,0.0377766724105344,3.91,1162,18599,0.01249,752.3074021330485,9.82,0.0,0.0,1005.4,W1,1.0,50.21,,76.51,,,LOW,0,0,0,0.0,Highly Feasible
94,RAGHUBIR NAGAR,MADIPUR,133.0525683047142,78369,20161,,,,,0.2146825971851824,42.21428046093168,0.064635245035926,0.9002922021459363,0.0021902569856103,0.0328822958325272,4.27,1269,20322,0.01527,750.9978926569528,16.07,0.0,0.0,750.9,W1,1.0,55.0,,75.51,,,LOW,0,0,0,0.0,Highly Feasible
98,SUBHASH NAGAR,HARI NAGAR,250.26693570523437,59595,4633,,,,,0.2684148720219427,42.29950536252998,0.1420010065507222,0.8325774807607568,0.0127021439780926,0.0127193687104281,5.93,1773,379423,0.15161,740.763042277994,25.55,0.0,0.0,2256.9,W1,1.0,48.18,,59.66,,,LOW,0,0,0,0.0,General Greening Opportunity
99,HARI NAGAR,HARI NAGAR,301.6600913631664,74020,7847,,,,,0.2412125710063294,42.61827309924098,0.1314551088094959,0.8410522320909044,0.0128850206147861,0.0146076384848132,7.37,2202,471263,0.15622,740.763042277994,32.83,0.0,0.0,2400.1,W1,1.0,50.84,,55.56,,,LOW,0,0,0,0.0,General Greening Opportunity
114,NAWADA,UTTAM NAGAR,223.8160822687441,86959,7407,,,,,0.1075043414489829,43.38533380379811,0.0048330924684308,0.9693168825676114,0.0024165462342154,0.0234334787297425,0.0,0,0,0.0,712.5881787803473,15.93,0.0,283.3,1175.3,W2,1.35,63.47,,53.28,,,LOW,0,0,0,0.0,General Greening Opportunity
137,MAHAVIR ENCLAVE,PALAM,149.4613834517814,67473,9134,,,,,0.1384465432083962,42.9985446288064,0.0277052835792735,0.946080518080258,0.0002665452056749,0.0259476531347937,0.27,60,90252,0.06038,732.1546799751544,28.35,0.0,0.0,599.0,W1,1.0,61.1,,69.28,,,LOW,0,0,0,0.0,General Greening Opportunity
40,NITHARI,KIRARI,397.6012932255808,63982,6447,,,,,0.1701529363953286,40.99910929604829,0.0333885550426776,0.5488829487801059,0.2217411663345739,0.1959873298426427,0.19,65,3387,0.00085,733.5583860135289,3.44,0.0,0.0,74.2,W1,1.0,60.03,,83.73,,,LOW,0,0,0,0.0,Highly Feasible
11,TIMARPUR,TIMARPUR,492.86468523003504,76596,14624,,,,,0.2700614544563318,41.04426554120729,0.2698133167357958,0.6588649320445393,0.0287769148095662,0.0425448364100985,5.44,1599,75719,0.01536,849.3161219904865,7.46,0.0136,0.0,54.1,W1,1.0,45.87,,94.92,,,LOW,0,0,0,0.0,Highly Feasible
131,BIJWASAN,BIJWASAN,1209.1895363269764,47291,7015,,,,,0.404038465948543,41.67035374348062,0.4079242851744473,0.3305804941570104,0.1994788334632929,0.0620163872052497,1.11,1042,39511,0.00327,702.4405734140621,53.36,0.0,0.0,1286.4,W1,1.0,28.5,,50.48,,,LOW,0,0,0,0.0,General Greening Opportunity
133,MAHIPALPUR,BIJWASAN,1842.5803668618937,65162,11490,,,,,0.258237341048925,44.48340790418966,0.1719053080205126,0.5813079065713348,0.070380540058444,0.1764062453497048,1.53,1436,54442,0.00295,721.6539862449615,36.97,0.0531,0.0,23.7,W1,1.0,57.07,,68.0,,,LOW,0,0,0,0.0,General Greening Opportunity
142,DARYAGANJ,JANGPURA,1276.7591162496649,44956,8037,,,,,0.3749526570553693,40.80551170866622,0.4545729909475411,0.3963064224665608,0.0637286750017107,0.0853919115841873,5.99,2786,41719,0.00327,827.6768093089116,8.01,0.0009,0.0,308.8,W1,1.0,32.19,,90.6,,,LOW,0,0,0,0.0,Highly Feasible
143,SIDHARTHA NAGAR,JANGPURA,407.4076243796705,52058,12208,,,,,0.3470209331862749,40.9830833058963,0.2806919139843949,0.4563346748092782,0.127269854383159,0.1357035568231682,6.94,3226,48309,0.01186,811.3755658119917,6.2,0.0104,0.0,288.9,W1,1.0,42.7,,89.6,,,LOW,0,0,0,0.0,Highly Feasible
144,LAJPAT NAGAR,JANGPURA,225.68738416700967,53035,6325,,,,,0.3297514694161402,41.33722062573815,0.3101751822507761,0.6757835666297429,0.0005320302186209,0.0135092209008592,7.07,3286,49216,0.02181,821.8434506679577,8.95,0.0,0.0,838.3,W1,1.0,39.57,,85.8,,,LOW,0,0,0,0.0,Highly Feasible
151,MUNIRKA,R K PURAM,278.8610523790675,64543,8943,,,,,0.3740521800601928,40.680098677725866,0.3556426596094543,0.6344091216066332,0.0043457348629906,0.0056024839209218,8.86,4021,103025,0.03694,783.6386219412088,18.46,0.0021,0.0,1162.9,W1,1.0,31.35,,75.19,,,LOW,0,0,0,0.0,Highly Feasible
160,SAID-UL-AJAIB,CHHATARPUR,2579.821711893413,70967,8905,,,,,0.4448649052440128,40.81156893399813,0.3578779198452568,0.2264423193100042,0.1097744885048435,0.305905272339898,3.08,1199,332360,0.01288,779.8477492085748,51.58,0.7908,0.0,614.5,W1,1.0,37.06,,56.72,,,LOW,0,0,0,0.0,General Greening Opportunity
158,BHATI,CHHATARPUR,5587.992757617903,71373,11057,,,,,0.4375963432795553,41.81131144638503,0.3245293280483924,0.148234784268369,0.1657201378276697,0.3615157498555691,3.1,1206,334262,0.00598,756.056652298999,47.52,0.642,0.0,866.7,W1,1.0,42.18,,55.49,,,LOW,0,0,0,0.0,General Greening Opportunity
157,AYA NAGAR,CHHATARPUR,1548.1759972150703,51783,7027,,,,,0.4046170011533122,42.03055899162709,0.3068415439427983,0.2553265488752838,0.1215723934957983,0.316259513686118,2.25,875,242516,0.01566,735.544211472337,53.67,0.5012,0.0,94.0,W1,1.0,42.45,,57.48,,,LOW,0,0,0,0.0,General Greening Opportunity
159,CHHATARPUR,CHHATARPUR,1094.4016943449371,58988,8849,,,,,0.4383181666507268,39.881807066401606,0.5318253653311082,0.3210577760016975,0.0905040130996891,0.0566128455675052,2.56,997,276259,0.02524,771.4747847728685,48.89,0.0975,0.0,872.7,W1,1.0,19.48,,62.03,,,LOW,0,0,0,0.0,General Greening Opportunity
167,KHANPUR,AMBEDKAR NAGAR,270.9187320245844,64453,9414,,,,,0.3401327271751238,41.1114654913436,0.3616510448984646,0.6054052472161662,0.021731587419581,0.0112121204657888,0.97,162,7741,0.00286,797.9020340522694,44.74,0.0,0.0,1211.4,W1,1.0,34.88,,65.3,,,LOW,0,0,0,0.0,General Greening Opportunity
177,HARKESH NAGAR,TUGHLAKABAD,389.6594160795605,65932,16071,,,,,0.23670875408446,42.55930098211788,0.1062666098157202,0.8756891492444971,0.0021484065188682,0.0158958344209144,27.52,7791,186524,0.04787,777.7293200178816,20.19,0.0085,0.0,776.5,W1,1.0,54.06,,76.48,,,LOW,0,0,0,0.0,Highly Feasible
179,PUL PEHLADPUR,TUGHLAKABAD,551.2737375152299,69724,17853,,,,,0.3398807147441275,41.68425604697656,0.3149408753167411,0.5744687778747078,0.020505903084189,0.090084443724362,29.11,8239,197252,0.03578,795.1291946874435,34.98,0.239,0.0,444.1,W1,1.0,40.59,,72.19,,,LOW,0,0,0,0.0,Highly Feasible
178,TUGHLAKABAD,TUGHLAKABAD,645.7160130324169,63172,8944,,,,,0.3437235133443936,42.00774267909721,0.305075489238038,0.5093767568735574,0.0840396729470057,0.1015080809413991,26.37,7465,178716,0.02768,776.9614596366882,32.6,0.3061,0.0,617.5,W1,1.0,41.42,,69.28,,,LOW,0,0,0,0.0,General Greening Opportunity
184,JAITPUR,BADARPUR,366.9323453577729,62317,4642,,,,,0.2458637957982838,42.06866323039848,0.1121022357916377,0.4240967522901069,0.1760583420553805,0.287742669862875,0.93,506,19028,0.00519,797.1036638272905,7.2,0.0,0.0,551.8,W1,1.0,61.68,,85.82,,,LOW,0,0,0,0.0,Highly Feasible
182,MEETHAPUR,BADARPUR,194.7323719068445,69837,6727,,,,,0.1425552992511485,42.639730263606914,0.0355225241016651,0.8645240515838241,0.023855765619131,0.0760976586953799,1.04,567,21324,0.01095,808.9054067730904,12.29,0.0,0.0,170.9,W1,1.0,65.38,,87.68,,,LOW,0,0,0,0.0,Highly Feasible
181,MOLARBAND,BADARPUR,137.76710732398163,66525,8292,,,,,0.1620231621714015,42.207118084717735,0.081877822633406,0.8982484025020707,0.0054446060052667,0.0144291688592553,0.99,540,20313,0.01474,806.5364045671055,19.1,0.0,0.0,359.2,W1,1.0,59.25,,83.19,,,LOW,0,0,0,0.0,Highly Feasible
180,BADARPUR,BADARPUR,246.67508173005763,70836,20750,,,,,0.2963864524415879,42.46119076884791,0.3361915784804352,0.5851928710003905,0.0152766553560548,0.0633388951631201,1.05,575,21629,0.00877,800.7492207458358,17.06,0.0,0.0,806.1,W1,1.0,43.3,,80.24,,,LOW,0,0,0,0.0,Highly Feasible
183,HARI NAGAR EXTENSION,BADARPUR,159.25868894672556,66979,5570,,,,,0.1419417741161274,42.50772678474754,0.0394469599475758,0.8660031561120797,0.0140929582579998,0.0804569256823439,1.0,544,20452,0.01284,797.9971779552706,10.36,0.0,0.0,510.5,W1,1.0,64.32,,84.88,,,LOW,0,0,0,0.0,Highly Feasible
185,MADANPUR KHADAR EAST,OKHLA,655.2164884040607,55119,16500,,,,,0.3298134269409422,41.74099243600831,0.2942745295866624,0.271261236410887,0.2572584098814366,0.1772058241210128,1.55,562,23393,0.00357,796.712013065815,8.41,0.0,0.0,784.2,W1,1.0,46.06,,83.62,,,LOW,0,0,0,0.0,Highly Feasible
