ward_number_2017,ward_number_2022,raw_weight,weight
045N,41,0.004892297079130792,0.004890997263923274
045N,42,0.39256734075114497,0.39246304107530156
045N,43,0.29626924448290376,0.2961905298702648
045N,44,0.035193694951047766,0.0351843444763799
045S,125,0.03466062056039263,0.034792908677357466
045S,126,0.9477803223857237,0.9513976861869942
045S,127,0.01375689960301989,0.013809405135648392
046E,230,0.030980961573911118,0.03098096157391234
046E,231,0.35365106085225234,0.3536510608522663
046E,232,0.19508963890498726,0.19508963890499495
046E,233,0.42027833866880987,0.4202783386688264
046N,24,0.19159871894137265,0.19201779839666158
046N,25,0.016176830423940306,0.016212213631718646
046N,26,0.00044885566864925897,0.0004498374402924109
046N,42,0.7519929026073696,0.7536377193250757
046N,43,0.018183686428024613,0.01822345918561666
046N,50,0.019416502752353723,0.019458972020635013
046S,119,0.04811480480438106,0.048114804804373
046S,134,0.4818224933021685,0.4818224933020878
046S,135,0.38339372869786326,0.3833937286977991
046S,138,0.08666897319575474,0.08666897319574023
047E,229,0.49825354879400174,0.4982467858313317
047E,230,0.35365813584505357,0.3536533355244608
047E,231,0.14741117063151576,0.14740916977021423
047E,233,0.0006907182493439554,0.0006907088739932988
047N,41,2.919645026376251e-05,2.9196449388561946e-05
047N,42,0.026458365575749626,0.026458364782626618
047N,43,0.8103227818740123,0.810322757583561
047N,44,0.12129232877731451,0.12129232514142338
047N,49,0.041897357298926866,0.04189735604300053
047S,120,0.07359145421978533,0.07363804273531666
047S,124,0.000983587906627529,0.0009842105862708404
047S,125,0.004952683616078045,0.004955819009718729
047S,130,0.8116361874602168,0.8121500096903408
047S,131,0.008687128582655699,0.008692628140032115
047S,133,0.025284672517301585,0.025300679475864445
047S,134,0.04366219163734677,0.04368983284534835
047S,135,0.0305694249422228,0.030588777517108073
048E,232,0.7805747346547045,0.7805747346547134
048E,233,0.17412009880492876,0.17412009880493073
048E,239,0.04530516654035536,0.04530516654035587
048N,37,0.11101482462301761,0.11101481304035728
048N,43,0.031070812577259403,0.031070809335506155
048N,44,0.8579144671340908,0.8579143776241366
048S,130,0.01748064964906862,0.01946193310365535
048S,131,0.41243762990876054,0.4591839390329601
048S,132,0.03905996329578525,0.04348707902479522
048S,133,0.4224471699392316,0.4703279755752043
048S,156,0.00677157287993873,0.007539073263385043
049E,232,0.10484276508064591,0.10484276508064619
049E,233,0.03301154327614675,0.03301154327614684
049E,234,0.09376977830810562,0.09376977830810587
049E,236,0.421610953765062,0.42161095376506313
049E,239,0.346764959570037,0.34676495957003795
049N,34,0.025335772176696213,0.025335766972184686
049N,36,0.012108885435599806,0.012108882948174778
049N,43,0.04920801981250391,0.04920800970412022
049N,44,0.01623576690120032,0.01623576356602524
049N,45,0.5159988496487642,0.5159987436515228
049N,46,0.2635501972664085,0.26355014312753994
049N,48,0.11357421684989144,0.11357419351930903
049N,49,0.003988497330446277,0.003988496511123298
049S,131,0.31384303972867594,0.3138430397286845
049S,132,0.6861569602712967,0.6861569602713155
050E,228,0.011257879437146547,0.011257879437145967
050E,234,0.38739411218862707,0.3873941121886071
050E,235,0.005555365763800341,0.005555365763800055
050E,236,0.5957926426104775,0.5957926426104468
050N,45,0.04926012425418222,0.049260123555099726
050N,48,0.8054190931681049,0.8054190817378782
050N,49,0.05267628426132516,0.05267628351376172
050N,50,0.01881994890575843,0.018819948638672285
050N,58,0.04049314551802014,0.040493144943355555
050N,59,0.03333141808426028,0.03333141761123243
050S,133,0.7437874526571085,0.8780369579559711
050S,153,0.007138310192262657,0.008426735546250015
050S,156,0.09617690853317616,0.11353630649777888
051E,227,0.00901269283948298,0.009012695147039248
051E,228,0.33894116982974537,0.33894125661022645
051E,234,0.26529429993613884,0.2652943678605134
051E,235,0.08022321075856953,0.08022323129844325
051E,236,0.3065283706020769,0.3065284490837777
051N,36,0.010437394899433372,0.01043739489943327
051N,46,0.35221703439108126,0.3522170343910778
051N,47,0.6180680514622873,0.6180680514622813
051N,48,0.019277519247207733,0.019277519247207546
051S,105,0.1457202047622332,0.1457202098585388
051S,115,0.053611521189844545,0.053611523064812365
051S,116,0.1540073149368105,0.15400732032294306
051S,136,0.5148947252562684,0.5148947432637978
051S,137,0.13176619888161897,0.13176620348990797
052E,239,2.569663330838541e-05,2.848931303829857e-05
052E,240,0.44145480268928416,0.4894315887665822
052E,241,0.3959127564428678,0.4389400867729948
052E,242,0.05074585498624346,0.05626085451542106
052E,243,0.013835369076611991,0.015338980631963614
052N,36,0.03463478917447819,0.034634789174477106
052N,45,0.3131507841758513,0.31315078417584147
052N,46,0.6477811586553572,0.6477811586553369
052N,47,0.0033025302886020825,0.0033025302886019793
052N,48,0.001130737705742599,0.0011307377057425637
052S,104,0.0469432074191464,0.046945683795211635
052S,105,0.06117304094912638,0.06117626798585379
052S,117,0.11543204736666102,0.1154381367068441
052S,119,0.1342956162173217,0.1343027006597352
052S,137,0.6421033382342358,0.6421372108523553
053E,238,0.00653365730011136,0.008771292148656436
053E,239,0.2530764931759001,0.3397496617346983
053E,240,0.3361664250088513,0.45129607949773914
053E,243,0.12156360969097685,0.16319648954141308
053E,245,0.02755089693367249,0.036986477077493085
053N,22,0.07178458113468543,0.07178458438573462
053N,23,0.009206732214281897,0.009206732631245244
053N,24,0.016403430627393092,0.016403431370287443
053N,51,0.7963596875035631,0.796359723569867
053N,52,0.09232684742021942,0.09232685160160653
053N,53,0.013918675810896777,0.01391867644125916
053S,118,0.20269075669925427,0.20269075669924577
053S,119,0.11182044956302205,0.11182044956301736
053S,138,0.6854887937377657,0.685488793737737
054E,238,0.30968464193124157,1.0
054N,24,0.05729211206164232,0.057292099039366134
054N,42,0.00015926649809674652,0.00015926646189608554
054N,50,0.5521388944539837,0.5521387689549416
054N,51,0.3550696037806436,0.3550695230746916
054N,58,0.03534035050183001,0.035340342469104585
054S,119,0.14078062639455394,0.14078062639455552
054S,120,0.00021733024516547175,0.00021733024516547422
054S,134,0.05464656461804039,0.05464656461804101
054S,135,0.5935086900655445,0.5935086900655513
054S,137,0.1376909896690035,0.13769098966900506
054S,138,0.07315579900768081,0.07315579900768164
055E,237,0.42161884165931096,0.5756012150383809
055E,238,0.3108654385053817,0.424398784961619
055N,43,0.03109429364486403,0.031094294166302338
055N,49,0.6617848586119902,0.6617848697098457
055N,50,0.3071208309735639,0.3071208361238519
055S,74,0.03490638139141786,0.034906381391417586
055S,142,0.920106377743461,0.9201063777434539
055S,143,0.041984967501146685,0.04198496750114636
055S,201,0.0030022733639821653,0.003002273363982142
056E,241,0.48347088396066806,0.6483980659313874
056E,242,0.15686428931596116,0.21037565069677555
056E,248,0.10530382437551408,0.14122628337183699
056N,42,0.2073132190887798,0.20731322334417793
056N,43,0.01520668959177199,0.01520668990391088
056N,49,0.48734063040570597,0.4873406404090642
056N,50,0.2697927937272485,0.2697927992651286
056N,51,0.020346646660074606,0.02034664707771841
056S,74,0.05644182317987125,0.0564418237612132
056S,142,0.3095917255624484,0.30959172875119473
056S,143,0.2421772615193233,0.2421772640137112
056S,197,0.15866069862955656,0.15866070026373694
056S,200,0.10041301942276491,0.1004130204570033
056S,201,0.08970200679633723,0.08970200772025387
056S,211,0.04259625274480684,0.04259625318354158
056S,212,0.0004172018450481042,0.00041720184934521793
057E,241,0.089829602705047,0.08982960270504557
057E,242,0.5937201045222438,0.5937201045222343
057E,244,0.013766332310155756,0.013766332310155536
057E,247,0.03156961097329892,0.03156961097329841
057E,248,0.2711143494892706,0.27111434948926627
057N,4,0.022103242551536218,0.02210446799326805
057N,20,0.1428619925208261,0.1428699130350728
057N,21,0.014598509701705413,0.014599319068157838
057N,54,0.8203808165819347,0.8204262999035012
057S,142,0.1030070181541819,0.10300701815417967
057S,143,0.43452513348264576,0.4345251334826364
057S,144,0.4475271304598774,0.44752713045986775
057S,146,0.014783924120276806,0.014783924120276487
057S,174,0.00015679378303959507,0.00015679378303959168
058E,240,0.03755805691303463,0.03755805691303301
058E,242,0.1721230292329322,0.17212302923292475
058E,243,0.3699472221916622,0.36994722219164616
058E,244,0.19258745607966457,0.19258745607965624
058E,245,0.22778423558274968,0.22778423558273983
058N,21,0.005444387295601044,0.005444387312702311
058N,52,0.008437360203484444,0.008437360229986885
058N,53,0.49060576830002406,0.490605769841057
058N,54,0.45864919087373524,0.45864919231439
058N,55,0.001706732299116984,0.0017067323044779703
058N,57,0.035156557886956194,0.035156557997385825
058S,142,0.192867830803541,0.22048377386031032
058S,144,0.13185844662239185,0.1507387095377104
058S,145,0.3990086996752108,0.4561410969416599
058S,146,0.15093822703321275,0.17255044440234382
058S,174,7.520672028693791e-05,8.597525797555862e-05
059E,242,0.07293992719068981,0.0729399271906882
059E,243,0.009502261602352987,0.009502261602352778
059E,244,0.7573304652616178,0.7573304652616012
059E,245,0.002180781175150196,0.002180781175150148
059E,247,0.15804656477021112,0.15804656477020765
059N,22,0.020383429633166084,0.02038342963316783
059N,23,0.003736330951003894,0.0037363309510042137
059N,52,0.6070831976802403,0.6070831976802923
059N,53,0.36879704173550415,0.36879704173553574
059S,144,0.23202350039941488,0.23202350039940875
059S,145,0.3307195058117311,0.3307195058117224
059S,146,0.2550822926480366,0.2550822926480299
059S,147,0.007442668337357892,0.007442668337357695
059S,148,0.013144131247551928,0.013144131247551582
059S,173,0.0012557079412909484,0.0012557079412909152
059S,174,0.16033219361464307,0.16033219361463882
060E,10,0.0009915406255613518,0.0011281283461370196
060E,249,0.05186564978929985,0.05901029994106309
060E,250,0.8260681809372754,0.9398615717127998
060N,23,0.06470373964812048,0.06470373964811532
060N,52,0.6145378874309653,0.6145378874309163
060N,53,0.2663568145159099,0.2663568145158887
060N,54,0.05440155840508402,0.05440155840507968
060S,145,0.5050982430634001,0.6962338153340073
060S,147,0.22037390715252564,0.3037661846659926
061E,248,0.4193844438141004,0.9814463873195787
061E,249,0.0030440669427046125,0.0071237465951424234
061E,250,0.004884126217159789,0.01142986608527884
061N,16,0.060941268057696917,0.06094126160523778
061N,20,0.03650236767399006,0.036502363809120766
061N,54,0.01095947393542545,0.010959472775036769
061N,55,0.49042262609758797,0.4904225741716591
061N,56,0.036553219212886054,0.0365532153426326
061N,57,0.3646211509023866,0.3646211122963131
061S,148,0.31372198626197795,0.37625131305288906
061S,149,0.030343571919559408,0.03639148442696405
061S,150,0.45505706008099894,0.5457565101174869
061S,151,0.0010071555290743417,0.001207896184701113
061S,154,0.03367990441641883,0.04039279621795891
062E,247,0.1838868566805877,0.18808537163255934
062E,248,0.22616248382705492,0.2313262382522681
062E,249,0.45081951935013986,0.46111265572105503
062E,250,0.11680875049793528,0.11947573439411754
062N,15,0.03267196195348258,0.032671961953480926
062N,16,0.1441280902003589,0.1441280902003516
062N,55,0.5958039215151715,0.5958039215151413
062N,56,0.22739602633103767,0.22739602633102615
062S,145,0.03786622007337596,0.038340802143514145
062S,147,0.19105121819533158,0.19344568699781214
062S,148,0.423765270221529,0.42907637333149595
062S,149,0.07501601047987189,0.07595619551756666
062S,172,0.2599232909095553,0.26318094200961106
063E,244,0.30573706656201466,0.3057370665620057
063E,245,0.10205222876681364,0.10205222876681064
063E,246,0.13043999073485815,0.13043999073485432
063E,247,0.4617707139363428,0.46177071393632924
063N,14,0.10830433785444672,0.10830433785445462
063N,15,0.09305075493895261,0.0930507549389594
063N,55,0.00655272440891886,0.006552724408919338
063N,56,0.7919012599948458,0.7919012599949036
063N,65,0.00019092280276300085,0.00019092280276301478
063S,149,0.5430438873219833,0.5430438873219703
063S,172,0.4165408756337352,0.4165408756337252
063S,173,0.040415237044305566,0.040415237044304594
064E,246,0.050621062212686,0.050621062212686564
064E,247,0.0033937598820129255,0.003393759882012963
064E,249,0.3973429261528006,0.397342926152805
064E,250,0.5486422517524894,0.5486422517524955
064N,53,0.008265679913720283,0.00826567991372035
064N,56,0.13595600781265377,0.13595600781265488
064N,57,0.8385387315438076,0.8385387315438145
064N,64,0.017239580729810154,0.017239580729810296
064S,151,0.05622350684718871,0.06366651264878466
064S,152,0.14189763921641813,0.16068239689421812
064S,153,0.6403684992549001,0.7251420525671806
064S,154,0.0446042215836244,0.05050903788981658
065N,50,0.014623749945985177,0.014623927580270184
065N,51,0.04376264106788888,0.04376317265147618
065N,53,0.028168450470015767,0.02816879263140238
065N,58,0.6824126937166336,0.6824209829646976
065N,59,0.012164683541118746,0.012164831305192336
065N,60,0.1789724805002249,0.17897465447398178
065N,61,0.039883153933414926,0.039883638392979606
065S,151,0.13062135134267167,0.2011819648343755
065S,152,0.42867533146184844,0.6602423307754298
065S,153,0.08997300421840278,0.13857570439019468
066N,58,0.02438798143462442,0.024387981884250405
066N,60,0.8317263967127442,0.8317264120467643
066N,61,0.1304370786308837,0.13043708103567064
066N,62,0.013448524785372585,0.013448525033314639
066S,150,0.23923934155704485,0.3057992485018977
066S,151,0.5383409584027218,0.6881153385806751
066S,152,0.004760869055762184,0.006085412917427185
067N,58,0.04925808949067579,0.04925808949067526
067N,59,0.7967602217876111,0.7967602217876026
067N,60,0.055037521282726036,0.055037521282725446
067N,92,0.009444729569775717,0.009444729569775616
067N,93,0.08949943786922213,0.08949943786922117
067S,148,0.01901683647914653,0.019016836479147287
067S,149,0.14996751891778312,0.1499675189177891
067S,150,0.009938698302172306,0.009938698302172701
067S,151,0.10762560522331682,0.10762560522332111
067S,153,0.06968796708093791,0.06968796708094069
067S,154,0.5186811496774352,0.5186811496774558
067S,155,0.03854479829813563,0.038544798298137166
067S,156,8.130531780028618e-05,8.130531780028942e-05
067S,160,0.010968654044219336,0.010968654044219773
067S,166,0.030375213040359172,0.030375213040360383
067S,172,0.04511225361865385,0.045112253618655646
068N,53,0.017850849580158465,0.017853136593823156
068N,57,0.20791813478852775,0.20794477282686105
068N,60,0.015553647608510624,0.015555640309443805
068N,61,0.7287854723238282,0.728878842800474
068N,62,0.02976379419408415,0.02976760746939798
068S,148,0.2914107631854018,0.29141076318540376
068S,149,0.0008170814993763614,0.0008170814993763669
068S,154,0.12636522736075545,0.12636522736075628
068S,155,0.5770431538754729,0.5770431538754768
068S,156,0.004363774078986805,0.004363774078986834
069N,57,0.2253121129000665,0.22531214584438575
069N,61,0.013923246510674848,0.013923248546481411
069N,62,0.677446015366583,0.6774461144202802
069N,64,0.08331847900632701,0.08331849118885257
069S,131,0.0008134458915177056,0.0008134458915176918
069S,133,0.10042481167149413,0.10042481167149243
069S,153,0.002791861485879896,0.0027918614858798486
069S,154,0.06052489152595011,0.06052489152594909
069S,155,0.09511433225924713,0.09511433225924552
069S,156,0.7322936909079066,0.7322936909078943
069S,157,0.008031175822052415,0.00803117582205228
069S,159,5.790435968835341e-06,5.790435968835244e-06
070N,61,0.1145318939532941,0.1145318939532922
070N,62,0.5707171616713088,0.5707171616712993
070N,63,0.2128479547812037,0.21284795478120014
070N,64,0.10190298959421001,0.10190298959420832
070S,154,0.04332836922925779,0.04332836922925846
070S,155,0.016561088499399333,0.01656108849939959
070S,156,0.05823078191816821,0.05823078191816911
070S,159,0.6595085048178642,0.6595085048178744
070S,160,0.22237125553529502,0.22237125553529846
071N,63,0.5719366940196167,0.5719367486696042
071N,64,0.14430468730834076,0.14430470109701607
071N,65,0.04094000454563185,0.04094000845755211
071N,66,0.24281851857390827,0.24281854177582757
071S,154,0.04378023500800965,0.045780865019086396
071S,160,0.6814469371611883,0.7125870896339098
071S,161,0.11294578214173512,0.11810707744624756
071S,163,0.014258740169215862,0.014910323320778658
071S,166,0.010081234875629532,0.010541918127722812
071S,167,0.04057098107804661,0.04242495747421527
071S,168,0.03796238809758642,0.0396971593455315
071S,169,0.015253565828017526,0.01595060963250792
072N,14,0.06014689383818129,0.06014689383817651
072N,56,0.12080255705786642,0.12080255705785682
072N,64,0.4634883480724377,0.46348834807240086
072N,65,0.33533605713939024,0.3353360571393636
072N,67,0.020226143892203837,0.02022614389220223
072S,157,0.004716860067086951,0.005116313492930327
072S,158,0.7983639280200829,0.8659744149926907
072S,159,0.008883718977044862,0.009636048265838444
072S,160,0.1099610304550682,0.11927322324854057
073N,65,0.2012872379351025,0.20128723793509715
073N,66,0.43387206013005797,0.4338720601300464
073N,67,0.2934978108295618,0.29349781082955395
073N,68,0.009260994297052008,0.009260994297051761
073N,69,0.06208189680825241,0.062081896808250756
073S,156,0.08403500415027827,0.08403500415027822
073S,157,0.5188772469743389,0.5188772469743386
073S,158,0.2809505893393275,0.2809505893393273
073S,159,0.11613715953605595,0.11613715953605587
074N,65,0.1186211506849684,0.1186211506849664
074N,66,0.8813788493150485,0.8813788493150336
074S,164,0.02065769955983265,0.02065769955983267
074S,170,0.0006078895625256982,0.0006078895625256989
074S,171,0.9777587905322349,0.9777587905322359
074S,176,0.0009756203454058074,0.0009756203454058084
075N,56,0.005342724388330252,0.0053427243883301416
075N,63,0.0027027574096365175,0.0027027574096364615
075N,64,0.6892215656140871,0.6892215656140729
075N,65,0.2839689182952234,0.28396891829521753
075N,66,0.018764034292743238,0.01876403429274285
075S,162,0.07170480773214596,0.07170480773214802
075S,164,0.4084442455359357,0.40844424553594744
075S,168,0.014145083552142975,0.01414508355214338
075S,170,0.45436214095323096,0.45436214095324395
075S,171,0.051343722226515676,0.05134372222651715
076N,13,0.006165506176017885,0.006165506176017025
076N,14,0.0019206537072353079,0.00192065370723504
076N,67,0.1331189526889561,0.13311895268893753
076N,68,0.7747410523918274,0.7747410523917194
076N,69,0.08405383503610268,0.08405383503609096
076S,161,0.03283256571739974,0.03283256571739729
076S,162,0.2970334629748225,0.2970334629748004
076S,167,0.3356256798989396,0.33562567989891456
076S,168,0.29998580842130046,0.2999858084212781
076S,170,0.03452248298761233,0.03452248298760976
077N,13,0.206983614452705,0.20698361445269545
077N,14,0.1425832086683082,0.14258320866830163
077N,68,0.650433176879033,0.6504331768790029
077S,161,0.14125627905816815,0.1412562903741234
077S,162,0.11979030060095366,0.11979031019728234
077S,163,0.15022900856715898,0.15022902060191418
077S,168,0.47010471585279434,0.4701047535125994
077S,169,0.09954798531230641,0.09954799328703542
077S,170,0.019071630499228512,0.01907163202704532
078N,12,0.2421296178220866,0.24212961782209805
078N,13,0.010315401310642415,0.010315401310642902
078N,66,0.021106532493164753,0.02110653249316575
078N,67,0.0029395217094043864,0.002939521709404525
078N,68,0.01818926682310745,0.018189266823108306
078N,69,0.6591608225367203,0.6591608225367513
078N,70,0.04615883730482694,0.04615883730482912
078S,160,0.16909591888669198,0.16909591888669115
078S,161,0.513041463383707,0.5130414633837045
078S,162,0.03015461805358937,0.030154618053589224
078S,163,0.2250895969791619,0.22508959697916078
078S,167,0.06128024763080426,0.06128024763080396
078S,168,0.0013381550660503325,0.001338155066050326
079N,66,0.22602701469449102,0.22602809781041303
079N,69,0.3440141824871783,0.34401583099472044
079N,70,0.4299540108657703,0.42995607119486645
079S,164,0.4647398951866166,0.4647398951866116
079S,166,0.0013635684100879004,0.0013635684100878856
079S,171,0.2453871556206298,0.24538715562062713
079S,172,0.2885093807826765,0.28850938078267335
080N,12,0.253359770822594,0.2533597833450799
080N,72,0.18990448802093954,0.18990449740710322
080N,73,0.40469402316728015,0.4046940431695686
080N,74,0.1520416685634812,0.15204167607824823
080S,149,0.0009725011908450678,0.0009725011908450585
080S,164,0.35465422681150216,0.3546542268114988
080S,165,0.11598581253063465,0.11598581253063354
080S,166,0.4769091750021817,0.47690917500217717
080S,172,0.051478284464845994,0.0514782844648455
081N,12,0.08185156194759541,0.08185156276769769
081N,69,0.23200298940787908,0.23200299173240624
081N,70,0.09040945570167484,0.09040945660752195
081N,71,0.321243528903836,0.32124353212249845
081N,72,0.27449245401963024,0.2744924567698757
081S,162,0.09372055242596897,0.09372055242596913
081S,164,0.027219576329989253,0.027219576329989302
081S,165,0.12178054049830457,0.12178054049830479
081S,166,0.4004936772630695,0.4004936772630702
081S,167,0.3567856534826659,0.3567856534826665
082N,63,0.03467554643863471,0.034677100780525445
082N,66,0.022522707064228906,0.022523716651407136
082N,69,0.01763591530934975,0.017636705844604767
082N,70,0.44436336961634876,0.4443832883392252
082N,71,0.4532221350952279,0.45324245091495496
082N,83,0.01568439739077117,0.015685100448643338
082N,85,0.011762974711991763,0.011763501990902474
082N,89,8.813107923430804e-05,8.813502973667637e-05
082S,164,0.023600098372507834,0.023600098372508427
082S,170,0.429660786027674,0.42966078602768476
082S,171,0.0669840030270348,0.06698400302703648
082S,176,0.17732031107021706,0.1773203110702215
082S,177,0.011571852821997549,0.011571852821997838
082S,178,0.2908629486805437,0.29086294868055096
083N,11,0.005371436774281731,0.005371453775392913
083N,12,0.002358975667291442,0.002358983133675071
083N,73,0.7572703059907491,0.7572727028237023
083N,74,0.013011739035374696,0.013011780218773347
083N,226,0.09733756065269919,0.09733786873538923
083N,229,0.06113309849383624,0.06113329198594051
083N,230,0.06351371830013297,0.06351391932712663
083S,169,0.1619919356959614,0.16199193569596246
083S,170,0.2528515858310802,0.25285158583108186
083S,178,0.5136524438307258,0.5136524438307292
083S,179,0.07150403464222602,0.07150403464222649
084N,73,0.0825728159989803,0.08257281599897887
084N,74,0.5347167154770925,0.5347167154770833
084N,211,0.00959277831262755,0.009592778312627384
084N,212,0.1743197797053641,0.17431977970536108
084N,213,0.1737818771100983,0.1737818771100953
084N,226,0.025016033395854634,0.0250160333958542
084S,168,0.03383716816095473,0.033837168160955805
084S,169,0.8212296841273158,0.8212296841273419
084S,170,0.07816176450168745,0.07816176450168993
084S,179,0.06677138321001022,0.06677138321001234
085N,74,0.767512707932958,0.7675127621872708
085N,75,0.026978519479543554,0.0269785213866143
085N,142,0.2055087018990155,0.20550871642611487
085S,168,0.004819776985381354,0.0048197769853813525
085S,169,0.21119272838992653,0.21119272838992645
085S,170,0.7488142909059561,0.7488142909059557
085S,178,0.035173203718736494,0.03517320371873648
086N,74,0.19420717761168702,0.19420717761169431
086N,75,0.7782195375338374,0.7782195375338667
086N,142,0.027573284854437847,0.027573284854438884
086S,144,0.0009405091830221549,0.0009405091830221344
086S,145,0.10733264511898832,0.10733264511898599
086S,146,0.19480766541258207,0.19480766541257782
086S,148,0.003963417280487122,0.003963417280487036
086S,172,0.12920193122427867,0.12920193122427587
086S,173,0.45320396903317445,0.45320396903316457
086S,174,0.10403704530203056,0.1040370453020283
086S,175,0.0065128174454585006,0.006512817445458359
087N,74,0.16280597478874576,0.16280853788256752
087N,75,0.2782003177915448,0.2782046975664067
087N,78,0.22178100479528287,0.22178449634726008
087N,79,0.337196959630508,0.33720226820376564
087S,171,0.3595045374366016,0.359504537527166
087S,173,0.13202927344991802,0.1320292734831781
087S,175,0.41247811029297216,0.41247811039688137
087S,176,0.09115295482017363,0.09115295484313639
087S,178,0.004835123748420086,0.0048351237496381235
088N,75,0.055677318196448645,0.055677318196449554
088N,76,0.2259021018986252,0.2259021018986289
088N,77,0.3190441070931026,0.3190441070931078
088N,78,0.07237341458101207,0.07237341458101325
088N,142,0.3270030582307952,0.3270030582308005
088S,171,0.0315804922488186,0.03158049224881595
088S,172,0.45038915900570853,0.4503891590056707
088S,173,0.5180303487455568,0.5180303487455132
089N,72,0.5662388035956502,0.5665552096167651
089N,73,0.0013100259575549954,0.0013107579810372348
089N,74,0.19327803594307913,0.19338603690298037
089N,80,6.495958924980447e-05,6.499588772500128e-05
089N,81,0.23854970150226493,0.2386829996114923
089S,143,0.05993070167684765,0.059930701676849725
089S,144,0.00014283708409943,0.00014283708409943495
089S,174,0.2879066206685086,0.2879066206685186
089S,187,0.47389073547420923,0.47389073547422567
089S,188,0.027477971401413958,0.02747797140141491
089S,189,0.15065113369488647,0.1506511336948917
090N,74,0.6209499700483533,0.6209499746972069
090N,75,0.01244539507618453,0.012445395169359219
090N,77,0.001146127488026869,0.0011461274966075585
090N,78,0.07842137243162399,0.07842137301873969
090N,79,0.2562657195832797,0.2562657215018591
090N,81,0.030771407885851927,0.030771408116227604
090S,173,0.03933630696317601,0.039336306963175936
090S,174,0.4883744337664481,0.4883744337664471
090S,175,0.37039139272680927,0.37039139272680854
090S,177,0.09895575825037813,0.09895575825037793
090S,187,0.0029421082931904235,0.0029421082931904174
091N,74,0.019311667354518593,0.01931166858493126
091N,78,0.03162839431312301,0.031628396328276666
091N,79,0.5690237199708169,0.5690237562252729
091N,80,0.18069432483049175,0.1806943363431479
091N,81,0.1993418298176185,0.19934184251837125
091S,175,0.2139079622352762,0.21390796223527098
091S,176,0.21267886882422576,0.21267886882422057
091S,177,0.5734131689405225,0.5734131689405085
092N,71,0.24713612130046267,0.2471361213004727
092N,72,0.0637241095809689,0.06372410958097148
092N,73,0.001670205548523428,0.0016702055485234956
092N,80,0.12711705230713674,0.1271170523071419
092N,81,0.13916935572119804,0.13916935572120367
092N,82,0.02857805062023131,0.02857805062023247
092N,83,0.3926051049214384,0.39260510492145434
092S,174,0.11003522494796499,0.1100352249479645
092S,177,0.35084596773686105,0.3508459677368595
092S,187,0.4564276849695224,0.45642768496952035
092S,188,0.0005101957409431987,0.0005101957409431964
092S,189,0.0821809266047128,0.08218092660471243
093N,77,0.003670210617481113,0.0038454814767068363
093N,78,0.0006312821010299308,0.000661428969368858
093N,79,0.10419665972076253,0.10917256981996062
093N,80,0.1923121654152812,0.20149603031702598
093N,82,0.4053385006602222,0.42469543536843835
093N,83,0.24827279025193055,0.26012905404849934
093S,170,0.008826486672005494,0.008826486672005614
093S,176,0.004028396986454714,0.004028396986454769
093S,177,0.28692000993260036,0.2869200099326043
093S,178,0.3997608587530638,0.3997608587530692
093S,179,0.05719096702308967,0.057190967023090455
093S,180,0.002348032469689012,0.002348032469689044
093S,186,0.17038619082755369,0.17038619082755602
093S,187,0.0705390573355296,0.07053905733553056
094N,83,0.4963375743672472,0.4963375743672225
094N,84,0.423890400110859,0.4238904001108379
094N,85,0.07977202552194367,0.0797720255219397
094S,178,0.17278695880429026,0.17278695880429062
094S,179,0.39020000985978953,0.39020000985979036
094S,180,0.2551337279576817,0.25513372795768224
094S,181,0.01697341247857585,0.016973412478575884
094S,186,0.12790620344823822,0.1279062034482385
094S,187,0.03699968745142234,0.03699968745142242
095N,71,0.15488235521760935,0.15488234730263925
095N,83,0.04165441105600326,0.04165440892733329
095N,84,0.19749031779583606,0.19749030770346654
095N,85,0.28970858068202265,0.28970856587701305
095N,86,0.26787118339016186,0.2678711697011112
095N,141,0.04839320296147985,0.048393200488436657
095S,180,0.06487185770894198,0.0648718577089433
095S,181,0.14383964790666187,0.1438396479066648
095S,182,0.008170083914569437,0.008170083914569604
095S,183,0.23704723817651038,0.2370472381765152
095S,184,0.0015751031562307705,0.0015751031562308026
095S,185,0.3623905428261451,0.36239054282615246
095S,186,0.18210552631092009,0.1821055263109238
096N,85,0.013702541168034644,0.013702541168035718
096N,86,0.6918699425570676,0.6918699425571218
096N,87,0.28385682719858013,0.2838568271986024
096N,88,0.009326268705122315,0.009326268705123045
096N,139,0.0012444203711170175,0.001244420371117115
096S,181,0.010090585636560533,0.010090585636560718
096S,182,0.41775400617362207,0.41775400617362973
096S,183,0.3978166171351732,0.39781661713518046
096S,184,0.12933527712576415,0.1293352771257665
096S,185,0.045003513928861774,0.0450035139288626
097N,71,0.007277916853734995,0.007277917024040891
097N,85,0.3368157505777359,0.3368157584593467
097N,86,0.032678681074895306,0.0326786818395883
097N,88,0.6232276280932714,0.6232276426770241
097S,183,0.0531248064709758,0.05312480647097563
097S,184,0.7409111452009493,0.7409111452009469
097S,185,0.20596404832807802,0.20596404832807738
098N,71,0.29445148468069904,0.29445206500076077
098N,85,0.2972705175393972,0.29727110341535323
098N,86,0.0324973357982165,0.032497399845629736
098N,88,0.258174786971341,0.2581752957954295
098N,89,0.11760390416303108,0.11760413594282665
098S,184,0.4785609903071324,0.7331014314233351
098S,185,0.17422860986864963,0.26689856857666494
099N,62,0.10850145938880577,0.10850145625850015
