ward_number,ward_name,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction
239,GOKAL PURI,0.10038013364666963,0.8573086497571375,0.021550883905680173,0.020760332690512657
240,JOHARIPUR,0.0025558971847201664,0.9430997794426192,0.011942353438350699,0.04240196993431063
241,KARAWAL NAGAR-EAST,0.005229703764891166,0.9638538398839244,0.0,0.030916456351184375
242,DAYALPUR,0.004757196536578448,0.9594092891443957,0.0,0.035833514319026046
243,MUSTAFABAD,0.0,0.970479468572556,0.0,0.02952053142744387
244,NEHRU VIHAR,0.0008667278474558981,0.9637307441019075,0.0,0.03540252805063651
245,BRIJ PURI,0.00946692212329539,0.9563673006675902,0.0008452609038656599,0.03332051630524857
246,SRI RAM COLONY,0.027125251490707047,0.9149337698584652,0.0004840147473129337,0.057456963903515075
247,SADATPUR,0.003074899879557554,0.9577912359324217,0.0,0.039133864188020714
248,KARAWAL NAGAR-WEST,0.003470463939917612,0.9555523174001087,0.0003186778194738895,0.040658540840499684
249,SONIA VIHAR,0.3437699919162908,0.3803968319553525,0.13454718313095732,0.14128599299739886
250,SABAPUR,0.08613837096527774,0.166273230086561,0.5834322121133818,0.16415618683477945
